PREM data
depth[km] rho[kg/m3] g[m/s2]
 790.0 4454.8  10.00
 791.0 4455.4  10.00
 792.0 4456.0  10.00
 793.0 4456.6  10.00
 794.0 4457.2  10.00
 795.0 4457.9   9.99
 796.0 4458.5   9.99
 797.0 4459.1   9.99
 798.0 4459.7   9.99
 799.0 4460.3   9.99
 800.0 4460.9   9.99
 801.0 4461.5   9.99
 802.0 4462.1   9.99
 803.0 4462.7   9.99
 804.0 4463.3   9.99
 805.0 4463.9   9.99
 806.0 4464.5   9.99
 807.0 4465.1   9.99
 808.0 4465.8   9.99
 809.0 4466.4   9.99
 810.0 4467.0   9.99
 811.0 4467.6   9.99
 812.0 4468.2   9.99
 813.0 4468.8   9.99
 814.0 4469.4   9.99
 815.0 4470.0   9.99
 816.0 4470.6   9.99
 817.0 4471.2   9.99
 818.0 4471.8   9.99
 819.0 4472.4   9.99
 820.0 4473.0   9.99
 821.0 4473.6   9.99
 822.0 4474.2   9.99
 823.0 4474.8   9.99
 824.0 4475.5   9.99
 825.0 4476.1   9.99
 826.0 4476.7   9.99
 827.0 4477.3   9.99
 828.0 4477.9   9.99
 829.0 4478.5   9.99
 830.0 4479.1   9.99
 831.0 4479.7   9.99
 832.0 4480.3   9.99
 833.0 4480.9   9.99
 834.0 4481.5   9.99
 835.0 4482.1   9.99
 836.0 4482.7   9.99
 837.0 4483.3   9.99
 838.0 4483.9   9.99
 839.0 4484.5   9.99
 840.0 4485.1   9.99
 841.0 4485.7   9.99
 842.0 4486.3   9.99
 843.0 4486.9   9.99
 844.0 4487.5   9.99
 845.0 4488.1   9.99
 846.0 4488.7   9.99
 847.0 4489.3   9.99
 848.0 4489.9   9.99
 849.0 4490.5   9.99
 850.0 4491.1   9.99
 851.0 4491.7   9.99
 852.0 4492.4   9.99
 853.0 4493.0   9.99
 854.0 4493.6   9.99
 855.0 4494.2   9.99
 856.0 4494.8   9.99
 857.0 4495.4   9.99
 858.0 4496.0   9.99
 859.0 4496.6   9.99
 860.0 4497.2   9.99
 861.0 4497.8   9.99
 862.0 4498.4   9.98
 863.0 4499.0   9.98
 864.0 4499.6   9.98
 865.0 4500.2   9.98
 866.0 4500.8   9.98
 867.0 4501.4   9.98
 868.0 4502.0   9.98
 869.0 4502.6   9.98
 870.0 4503.2   9.98
 871.0 4503.8   9.98
 872.0 4504.4   9.98
 873.0 4505.0   9.98
 874.0 4505.6   9.98
 875.0 4506.2   9.98
 876.0 4506.8   9.98
 877.0 4507.4   9.98
 878.0 4508.0   9.98
 879.0 4508.6   9.98
 880.0 4509.2   9.98
 881.0 4509.7   9.98
 882.0 4510.3   9.98
 883.0 4510.9   9.98
 884.0 4511.5   9.98
 885.0 4512.1   9.98
 886.0 4512.7   9.98
 887.0 4513.3   9.98
 888.0 4513.9   9.98
 889.0 4514.5   9.98
 890.0 4515.1   9.98
 891.0 4515.7   9.98
 892.0 4516.3   9.98
 893.0 4516.9   9.98
 894.0 4517.5   9.98
 895.0 4518.1   9.98
 896.0 4518.7   9.98
 897.0 4519.3   9.98
 898.0 4519.9   9.98
 899.0 4520.5   9.98
 900.0 4521.1   9.98
 901.0 4521.7   9.98
 902.0 4522.3   9.98
 903.0 4522.9   9.98
 904.0 4523.5   9.98
 905.0 4524.1   9.98
 906.0 4524.7   9.98
 907.0 4525.3   9.98
 908.0 4525.9   9.98
 909.0 4526.5   9.98
 910.0 4527.0   9.98
 911.0 4527.6   9.98
 912.0 4528.2   9.98
 913.0 4528.8   9.98
 914.0 4529.4   9.98
 915.0 4530.0   9.98
 916.0 4530.6   9.98
 917.0 4531.2   9.98
 918.0 4531.8   9.98
 919.0 4532.4   9.98
 920.0 4533.0   9.98
 921.0 4533.6   9.98
 922.0 4534.2   9.98
 923.0 4534.8   9.98
 924.0 4535.4   9.98
 925.0 4536.0   9.98
 926.0 4536.5   9.98
